order_id,Month_wise,year_wise,Ship Date,sum_sales,total_profit,Category,Sub-Category,State/Province,Region
US-2019-160766,September,2019,2019-09-14,44.82,21.0654,Office Supplies,Paper,New York,East
US-2019-102673,November,2019,2019-11-05,7.52,1.41,Office Supplies,Fasteners,North Carolina,South
US-2019-152562,November,2019,2019-11-08,69.52,19.4656,Office Supplies,Storage,Kentucky,South
US-2019-103401,November,2019,2019-11-26,12.96,6.2208,Office Supplies,Paper,California,West
US-2020-158701,January,2020,2020-01-10,87.36,23.5872,Office Supplies,Appliances,California,West
US-2020-140025,April,2020,2020-04-11,383.952,47.994,Technology,Accessories,Texas,Central
US-2020-125563,April,2020,2020-04-17,121.888,24.4176,Furniture,Furnishings,Florida,South
US-2020-164238,August,2020,2020-08-20,301.47,-204.9996,Furniture,Bookcases,Pennsylvania,East
US-2020-160227,November,2020,2020-11-04,2621.322,553.3902,Furniture,Chairs,New York,East
US-2020-110324,December,2020,2020-12-05,3.64,1.0192,Office Supplies,Art,Michigan,Central
US-2020-143105,December,2020,2020-12-10,799.984,249.995,Technology,Copiers,New York,East
US-2021-154053,March,2021,2021-03-10,16.99,4.9271,Office Supplies,Art,California,West
US-2021-157749,June,2021,2021-06-09,435.412,-364.23400000000004,Furniture,Furnishings,Illinois,Central
US-2021-115455,September,2021,2021-09-14,14.136,-7.7748,Furniture,Furnishings,Illinois,Central
US-2021-146206,September,2021,2021-09-14,300.93,-34.392,Furniture,Tables,Texas,Central
US-2021-145625,September,2021,2021-09-17,7.61,3.5767,Office Supplies,Paper,California,West
US-2021-149370,September,2021,2021-09-19,5.344,1.8704,Office Supplies,Paper,Pennsylvania,East
US-2021-169957,September,2021,2021-09-30,100,21,Technology,Accessories,Washington,West
US-2021-132661,October,2021,2021-10-29,379.4,178.318,Office Supplies,Paper,New York,East
US-2021-154508,November,2021,2021-11-20,28.4,13.348,Office Supplies,Envelopes,New Mexico,West
US-2021-150861,December,2021,2021-12-06,33.63,10.089,Office Supplies,Storage,New York,East
US-2021-149503,December,2021,2021-12-12,null,0.2,Office Supplies,Binders,California,West
US-2021-159989,December,2021,2021-12-13,40.68,-9.153,Technology,Phones,Tennessee,South
US-2022-144463,January,2022,2022-01-05,474.43,199.2606,Furniture,Furnishings,California,West
US-2022-147207,January,2022,2022-01-04,5.432,-13.58,Office Supplies,Appliances,Texas,Central
US-2022-147207,January,2022,2022-01-04,372.144,27.9108,Office Supplies,Storage,Texas,Central
US-2022-161046,March,2022,2022-03-05,262.24,78.672,Office Supplies,Appliances,Mississippi,South
US-2022-106859,March,2022,2022-03-18,333.6,160.128,Office Supplies,Paper,New Mexico,West
US-2022-157966,March,2022,2022-03-13,209.986,8.9994,Technology,Machines,Illinois,Central
US-2022-161935,July,2022,2022-07-18,301.496,22.612199999999998,Office Supplies,Storage,Ohio,East
US-2022-166142,July,2022,2022-07-19,310.443,-48.7839,Furniture,Tables,Delaware,East
US-2022-157987,September,2022,2022-09-06,26.432,8.9208,Office Supplies,Binders,New York,East
US-2022-118087,September,2022,2022-09-13,4.672,1.5768,Office Supplies,Art,Pennsylvania,East
US-2022-148404,October,2022,2022-10-11,580.672,65.3256,Office Supplies,Storage,North Carolina,South
US-2022-103009,November,2022,2022-11-05,26.4,11.88,Office Supplies,Paper,Kentucky,South
US-2022-152737,November,2022,2022-11-12,21.792,7.6272,Office Supplies,Binders,California,West
US-2022-107888,November,2022,2022-11-19,73.68,34.6296,Office Supplies,Paper,Washington,West
US-2022-100601,November,2022,2022-11-20,48.86,0.9772,Office Supplies,Storage,California,West
US-2022-103380,November,2022,2022-11-25,659.976,49.4982,Technology,Phones,California,West
US-2022-166436,November,2022,2022-11-28,null,0,Office Supplies,Paper,New York,East
US-2022-110576,November,2022,2022-12-02,2065.32,-619.596,Furniture,Tables,Pennsylvania,East
US-2022-148922,December,2022,2022-12-15,38.97,0.7794,Technology,Phones,Mississippi,South
CA-2022-151799,December,2022,2022-12-18,26.25,11.025,Office Supplies,Supplies,Ontario,East
US-2019-115791,January,2019,2019-01-18,127.104,28.5984,Furniture,Furnishings,Pennsylvania,East
US-2019-155502,January,2019,2019-01-31,75.24,35.253,Furniture,Furnishings,Virginia,South
US-2019-121762,February,2019,2019-02-18,239.97,86.3892,Technology,Accessories,Washington,West
US-2019-156244,August,2019,2019-08-16,47.96,4.1965,Office Supplies,Art,Florida,South
US-2019-133634,November,2019,2019-11-10,47.79,16.2486,Technology,Accessories,Virginia,South
US-2020-154326,February,2020,2020-02-19,139.95,26.5905,Technology,Accessories,Wisconsin,Central
US-2020-103996,March,2020,2020-03-31,222.51,104.481,Office Supplies,Paper,California,West
US-2020-130792,April,2020,2020-05-05,8.652,-20.3322,Office Supplies,Appliances,Texas,Central
US-2020-110569,May,2020,2020-05-30,121.792,13.7016,Office Supplies,Appliances,Arizona,West
US-2020-165512,May,2020,2020-05-26,602.651,-163.5767,Furniture,Chairs,Illinois,Central
US-2020-106978,September,2020,2020-10-04,4.512,0.846,Office Supplies,Fasteners,Colorado,West
US-2020-109337,November,2020,2020-11-23,10.92,4.914,Office Supplies,Art,Indiana,Central
US-2020-149300,November,2020,2020-11-23,32.985,-1.9791,Technology,Machines,Florida,South
US-2020-117961,November,2020,2020-11-30,10.95,5.1465,Office Supplies,Paper,Massachusetts,East
US-2020-119907,December,2020,2020-12-08,55.424,19.3984,Office Supplies,Binders,Washington,West
US-2021-137337,March,2021,2021-03-12,113.6,44.304,Furniture,Furnishings,New York,East
US-2021-119123,March,2021,2021-03-18,51.184,19.194,Office Supplies,Binders,California,West
US-2021-163153,March,2021,2021-03-25,99.372,-1.4196,Furniture,Tables,Texas,Central
US-2021-128818,May,2021,2021-05-11,199.95,21.9945,Technology,Accessories,New York,East
US-2021-168753,May,2021,2021-06-01,979.95,274.386,Technology,Phones,Alabama,South
US-2021-113831,May,2021,2021-06-03,2275.5,386.835,Furniture,Tables,Virginia,South
US-2021-126795,June,2021,2021-06-16,33.568,11.7488,Office Supplies,Binders,New York,East
US-2021-145982,August,2021,2021-09-01,11.68,5.256,Office Supplies,Fasteners,Massachusetts,East
US-2021-145709,October,2021,2021-10-08,11.568,2.6028,Furniture,Furnishings,Florida,South
US-2021-157280,November,2021,2021-11-07,1030.76,146.9096,Furniture,Furnishings,Virginia,South
US-2021-129126,December,2021,2021-12-19,17.15,4.6305,Office Supplies,Storage,New York,East
US-2021-162852,December,2021,2021-12-31,845.488,-12.0784,Furniture,Chairs,Illinois,Central
US-2022-167703,February,2022,2022-02-08,5.229,-4.1832,Office Supplies,Binders,Ohio,East
US-2022-106859,March,2022,2022-03-18,214.95,88.1295,Technology,Accessories,New Mexico,West
US-2022-159205,March,2022,2022-04-02,61,25.62,Furniture,Furnishings,Kentucky,South
US-2022-137631,April,2022,2022-05-02,751.984,84.5982,Technology,Phones,Florida,South
US-2022-111269,June,2022,2022-06-18,479.952,107.9892,Technology,Accessories,Ohio,East
US-2022-109757,September,2022,2022-09-09,8.256,0.6192,Office Supplies,Art,Ohio,East
US-2022-150070,September,2022,2022-09-12,161.568,-28.2744,Furniture,Chairs,California,West
US-2022-141117,October,2022,2022-10-08,95.144,10.7037,Office Supplies,Art,Oregon,West
US-2022-123491,October,2022,2022-11-05,19.9,6.567,Office Supplies,Art,California,West
US-2022-101665,November,2022,2022-12-01,5.16,1.3416,Office Supplies,Art,California,West
US-2022-121538,November,2022,2022-12-01,88.768,31.0688,Office Supplies,Paper,Colorado,West
US-2022-143245,December,2022,2022-12-06,897.15,251.202,Furniture,Chairs,Connecticut,East
US-2022-148691,December,2022,2022-12-09,3.15,1.512,Office Supplies,Labels,New York,East
US-2022-123071,December,2022,2022-12-06,10.368,3.6288,Office Supplies,Paper,Texas,Central
US-2022-130351,December,2022,2022-12-08,38.9,17.505,Office Supplies,Paper,Indiana,Central
US-2022-108287,December,2022,2022-12-20,12.672,1.4256,Office Supplies,Art,North Carolina,South
US-2022-121398,December,2022,2022-12-29,null,0,Office Supplies,Storage,California,West
US-2019-120740,April,2019,2019-04-15,106.96,31.0184,Office Supplies,Appliances,California,West
US-2019-124429,May,2019,2019-05-27,567.12,-28.356,Furniture,Tables,California,West
US-2019-146283,September,2019,2019-09-15,966.7,-13.81,Furniture,Chairs,Texas,Central
US-2019-168823,September,2019,2019-09-24,20.808,7.0227,Office Supplies,Labels,Pennsylvania,East
US-2019-134054,October,2019,2019-10-10,255.85,112.574,Office Supplies,Art,New Mexico,West
US-2019-100916,October,2019,2019-10-26,2.84,0.8804,Office Supplies,Art,Virginia,South
US-2019-166590,October,2019,2019-11-02,75.88,35.6636,Office Supplies,Paper,Indiana,Central
US-2019-127446,November,2019,2019-11-30,1218.735,-121.8735,Furniture,Tables,Texas,Central
US-2019-112991,December,2019,2019-12-14,25.92,12.4416,Office Supplies,Paper,Idaho,West
CA-2020-139675,March,2020,2020-03-18,327.76,91.7728,Furniture,Furnishings,Alberta,West
US-2020-124541,April,2020,2020-04-10,25.488,4.4604,Technology,Accessories,Texas,Central
US-2020-142041,June,2020,2020-06-09,7.52,2.632,Office Supplies,Binders,California,West
US-2020-122287,June,2020,2020-06-23,11.952,4.3326,Office Supplies,Paper,Arizona,West
US-2020-160472,July,2020,2020-07-25,106.75,49.105,Office Supplies,Envelopes,Indiana,Central
US-2020-135251,August,2020,2020-08-10,56.704,19.1376,Office Supplies,Paper,Texas,Central
US-2020-100573,September,2020,2020-10-01,17.48,8.2156,Office Supplies,Envelopes,California,West
US-2020-122371,September,2020,2020-10-01,124.46,58.4962,Office Supplies,Envelopes,California,West
US-2020-114300,October,2020,2020-10-17,83.72,23.4416,Technology,Phones,Kentucky,South
US-2020-139731,October,2020,2020-10-15,2453.43,-350.49,Furniture,Chairs,Texas,Central
US-2020-153283,November,2020,2020-11-18,15.56,7.3132,Office Supplies,Envelopes,New York,East
US-2020-138009,November,2020,2020-12-03,555.21,178.901,Office Supplies,Appliances,Michigan,Central
US-2020-118871,December,2020,2020-12-09,271.44,122.148,Office Supplies,Envelopes,California,West
US-2020-103870,December,2020,2020-12-31,131.104,8.194,Furniture,Bookcases,Tennessee,South
US-2020-165085,December,2020,2020-12-31,355.96,103.2284,Office Supplies,Appliances,Maryland,East
US-2021-101189,February,2021,2021-02-09,93.02,3.7208,Office Supplies,Storage,California,West
US-2021-166674,April,2021,2021-04-03,161.94,9.7164,Office Supplies,Storage,New York,East
US-2021-166625,April,2021,2021-04-17,25.06,11.7782,Office Supplies,Binders,Maryland,East
US-2021-123750,April,2021,2021-04-21,189.588,-145.3508,Office Supplies,Binders,North Carolina,South
US-2021-155551,April,2021,2021-04-23,230.376,-48.9549,Office Supplies,Storage,Illinois,Central
US-2021-168081,April,2021,2021-04-27,258.696,64.674,Technology,Accessories,Texas,Central
US-2021-137393,May,2021,2021-05-10,41.6,14.144,Furniture,Furnishings,California,West
US-2021-113236,May,2021,2021-05-29,47.92,11.98,Technology,Accessories,Florida,South
US-2021-152730,May,2021,2021-06-04,49.76,13.9328,Office Supplies,Storage,Wisconsin,Central
US-2021-107146,June,2021,2021-06-19,483.136,54.3528,Furniture,Chairs,Colorado,West
US-2021-123512,June,2021,2021-06-19,22.5,10.8,Office Supplies,Labels,California,West
US-2021-117919,August,2021,2021-08-29,79.92,27.972,Office Supplies,Paper,Texas,Central
US-2021-126732,September,2021,2021-09-06,568.728,28.4364,Furniture,Tables,California,West
US-2021-110086,September,2021,2021-09-22,239.984,23.9984,Technology,Phones,California,West
US-2021-157686,October,2021,2021-10-02,194.848,12.178,Furniture,Chairs,California,West
US-2021-105494,November,2021,2021-11-12,155.82,42.0714,Office Supplies,Storage,California,West
US-2021-140018,November,2021,2021-11-26,30.345,-24.276,Technology,Machines,Ohio,East
US-2022-167703,February,2022,2022-02-08,285.552,35.694,Office Supplies,Storage,Ohio,East
US-2022-169474,February,2022,2022-02-09,32.67,8.4942,Office Supplies,Appliances,New York,East
US-2022-166499,March,2022,2022-03-20,8.94,2.4138,Office Supplies,Art,New Jersey,East
US-2022-135069,April,2022,2022-04-14,195.104,21.9492,Office Supplies,Appliances,Pennsylvania,East
US-2022-143343,June,2022,2022-06-13,16.4,4.756,Office Supplies,Art,California,West
US-2022-124828,July,2022,2022-07-04,9.552,1.5522,Office Supplies,Art,North Carolina,South
US-2022-104024,August,2022,2022-09-03,9.408,0.7056,Office Supplies,Art,Pennsylvania,East
US-2022-137498,September,2022,2022-09-14,47.52,22.8096,Office Supplies,Paper,California,West
US-2022-117807,October,2022,2022-10-07,104.85,50.328,Office Supplies,Paper,Nebraska,Central
US-2022-132220,November,2022,2022-11-16,62.352,-10.9116,Technology,Accessories,Arizona,West
US-2022-153654,November,2022,2022-11-26,19.008,-12.672,Office Supplies,Binders,North Carolina,South
US-2022-117667,December,2022,2022-12-09,255.968,-28.7964,Technology,Accessories,Pennsylvania,East
US-2022-142328,December,2022,2022-12-14,null,0,Office Supplies,Paper,California,West
US-2022-118038,December,2022,2022-12-11,null,0.6,Furniture,Furnishings,Texas,Central
US-2019-122336,April,2019,2019-04-17,17.856,1.116,Office Supplies,Art,Pennsylvania,East
US-2019-100678,April,2019,2019-04-22,149.352,50.4063,Office Supplies,Envelopes,Texas,Central
US-2019-115413,August,2019,2019-09-01,149.97,52.4895,Technology,Accessories,Delaware,East
US-2019-158638,September,2019,2019-09-21,null,0.7,Office Supplies,Binders,Pennsylvania,East
US-2019-125997,September,2019,2019-09-23,631.782,140.396,Furniture,Chairs,New York,East
US-2019-120887,September,2019,2019-10-03,87.54,37.6422,Furniture,Furnishings,New Jersey,East
US-2019-151995,October,2019,2019-10-15,1298.55,311.652,Furniture,Tables,Washington,West
US-2020-100888,April,2020,2020-04-10,47.952,16.1838,Office Supplies,Paper,North Carolina,South
US-2020-140025,April,2020,2020-04-11,463.248,-1181.2824,Office Supplies,Appliances,Texas,Central
US-2020-111339,May,2020,2020-05-31,8.04,2.9145,Office Supplies,Fasteners,Ohio,East
US-2020-115945,June,2020,2020-07-01,304.23,9.1269,Office Supplies,Storage,California,West
US-2020-101707,August,2020,2020-09-01,32.94,9.2232,Office Supplies,Supplies,California,West
US-2020-104185,September,2020,2020-09-08,120.33,31.2858,Office Supplies,Storage,New York,East
US-2020-105102,September,2020,2020-09-19,79.872,29.952,Office Supplies,Binders,New York,East
US-2020-156335,September,2020,2020-09-28,63.96,19.8276,Technology,Accessories,New Jersey,East
US-2020-164448,October,2020,2020-11-04,427.42,196.6132,Office Supplies,Labels,California,West
US-2020-111948,November,2020,2020-11-11,418.32,117.1296,Office Supplies,Storage,Michigan,Central
US-2020-136147,November,2020,2020-11-18,121.104,-100.92,Office Supplies,Binders,Florida,South
US-2020-110870,December,2020,2020-12-15,25.76,0.5152,Office Supplies,Supplies,California,West
US-2021-137295,January,2021,2021-01-13,47.616,5.952,Office Supplies,Art,North Carolina,South
US-2021-108504,February,2021,2021-02-05,9.45,0.189,Office Supplies,Fasteners,Georgia,South
US-2021-128706,February,2021,2021-03-02,16.192,-6.8816,Furniture,Furnishings,Texas,Central
US-2021-156986,March,2021,2021-03-24,84.784,-20.1362,Technology,Phones,Oregon,West
US-2021-117849,April,2021,2021-04-17,143.7,68.976,Office Supplies,Paper,California,West
US-2021-115441,July,2021,2021-07-28,297.55,83.314,Technology,Phones,Wisconsin,Central
US-2021-140256,August,2021,2021-08-29,5.76,1.6704,Office Supplies,Art,California,West
US-2021-134516,September,2021,2021-09-25,98.392,-11.0691,Furniture,Chairs,North Carolina,South
US-2021-155033,October,2021,2021-10-12,10.56,5.0688,Office Supplies,Paper,California,West
US-2021-121370,November,2021,2021-11-19,380.058,-21.7176,Furniture,Chairs,Pennsylvania,East
US-2021-127971,November,2021,2021-11-27,7.068,-2.8272,Furniture,Furnishings,Texas,Central
US-2021-131289,December,2021,2021-12-14,8.56,2.4824,Office Supplies,Art,California,West
US-2022-105410,March,2022,2022-03-22,19.824,6.6906,Office Supplies,Binders,California,West
US-2022-105991,May,2022,2022-05-06,21.24,7.434,Office Supplies,Envelopes,Colorado,West
US-2022-167899,May,2022,2022-05-26,520.05,72.807,Furniture,Furnishings,New York,East
US-2022-121580,May,2022,2022-06-04,6.24,2.6208,Furniture,Furnishings,Indiana,Central
US-2022-126914,June,2022,2022-06-19,77.728,-3.8864,Furniture,Bookcases,North Carolina,South
US-2022-121293,July,2022,2022-07-28,20.096,3.0144,Furniture,Furnishings,Pennsylvania,East
US-2022-143378,September,2022,2022-09-25,23.832,6.5538,Office Supplies,Art,Oregon,West
US-2022-167661,October,2022,2022-10-10,61.96,27.882,Office Supplies,Paper,California,West
US-2022-110429,November,2022,2022-11-08,null,0.7,Office Supplies,Binders,Pennsylvania,East
US-2022-100013,November,2022,2022-11-11,15.28,7.4872,Office Supplies,Envelopes,California,West
US-2022-117128,December,2022,2022-12-08,11.07,5.2029,Office Supplies,Labels,New York,East
US-2022-167920,December,2022,2022-12-12,146.45,48.3285,Technology,Accessories,Kentucky,South
US-2022-165099,December,2022,2022-12-13,1.392,-3.7584,Office Supplies,Appliances,Texas,Central
US-2019-117135,June,2019,2019-06-23,104.01,14.5614,Furniture,Furnishings,Virginia,South
US-2019-140858,June,2019,2019-07-02,34.254,-25.225199999999997,Office Supplies,Binders,Pennsylvania,East
US-2019-152254,June,2019,2019-06-30,310.688,108.7408,Office Supplies,Paper,North Carolina,South
US-2019-138709,July,2019,2019-07-09,21.84,10.92,Office Supplies,Paper,Virginia,South
US-2019-110065,August,2019,2019-08-11,15.96,7.0224,Office Supplies,Art,New York,East
US-2019-107398,August,2019,2019-08-30,30.246000000000002,-23.544,Office Supplies,Binders,Ohio,East
US-2019-105165,September,2019,2019-09-10,46.688,-2.918,Technology,Accessories,Texas,Central
US-2019-168592,September,2019,2019-09-14,14.97,4.1916,Office Supplies,Storage,California,West
US-2019-142769,September,2019,2019-09-13,14.19,5.5341,Furniture,Furnishings,Washington,West
US-2019-142769,September,2019,2019-09-13,5.7,2.679,Office Supplies,Fasteners,Washington,West
US-2019-127586,September,2019,2019-09-30,310.12,80.6312,Office Supplies,Storage,Washington,West
US-2019-119375,November,2019,2019-11-22,2934.33,792.2691,Office Supplies,Storage,Delaware,East
US-2019-124730,November,2019,2019-11-26,104.67,50.35680000000001,Office Supplies,Labels,New York,East
CA-2019-141531,December,2019,2020-01-02,19.6,9.604,Office Supplies,Fasteners,Quebec,East
US-2020-120621,March,2020,2020-03-26,12.843,-9.8463,Office Supplies,Binders,North Carolina,South
US-2020-120880,May,2020,2020-06-03,167.76,62.91,Office Supplies,Binders,Washington,West
US-2020-123960,June,2020,2020-06-16,29.16,10.7892,Furniture,Furnishings,Louisiana,South
US-2020-125696,October,2020,2020-10-06,7.38,-5.412,Office Supplies,Binders,North Carolina,South
US-2020-140375,October,2020,2020-10-05,19.44,9.3312,Office Supplies,Paper,Maryland,East
US-2020-131359,October,2020,2020-11-02,59.994,-45.9954,Technology,Machines,Colorado,West
US-2020-123505,November,2020,2020-11-26,14.94,7.0218,Office Supplies,Paper,Massachusetts,East
US-2020-157084,December,2020,2020-12-24,675.96,84.495,Technology,Phones,California,West
US-2020-135538,December,2020,2020-12-28,883.84,99.432,Furniture,Chairs,Arizona,West
US-2021-112396,February,2021,2021-02-13,121.83,50.73779999999999,Technology,Accessories,California,West
US-2021-102134,March,2021,2021-03-19,16.74,4.3524,Furniture,Furnishings,Wisconsin,Central
US-2021-134803,May,2021,2021-06-03,131.6,7.896,Technology,Accessories,California,West
US-2021-124163,September,2021,2021-09-30,68.64,17.16,Furniture,Furnishings,Wisconsin,Central
US-2021-116400,October,2021,2021-10-24,39.92,11.1776,Furniture,Furnishings,Virginia,South
US-2021-140130,October,2021,2021-11-05,368.97,81.1734,Furniture,Chairs,Oklahoma,Central
US-2021-168893,November,2021,2021-11-08,842.94,160.1586,Furniture,Tables,Kentucky,South
US-2021-158694,November,2021,2021-11-13,129.10999999999999,61.3588,Office Supplies,Paper,California,West
US-2021-157364,November,2021,2021-11-21,18.48,6.006,Office Supplies,Art,North Carolina,South
CA-2021-135480,December,2021,2021-12-22,68.46,20.538,Furniture,Furnishings,Quebec,East
US-2022-115070,April,2022,2022-04-14,12.32,1.848,Furniture,Furnishings,Florida,South
US-2022-161851,April,2022,2022-04-17,15.57,-11.937,Office Supplies,Binders,Florida,South
US-2022-108070,April,2022,2022-04-20,102.833,-6.049,Furniture,Bookcases,California,West
US-2022-158218,May,2022,2022-05-15,127.92,-15.99,Office Supplies,Storage,Texas,Central
US-2022-117863,May,2022,2022-05-23,14.56,6.2608,Furniture,Furnishings,New York,East
US-2022-164378,July,2022,2022-07-18,41.9,8.799,Technology,Accessories,New York,East
US-2022-104731,July,2022,2022-07-27,231.72,11.586,Office Supplies,Supplies,Virginia,South
US-2022-169327,September,2022,2022-09-04,43.1,11.206,Office Supplies,Appliances,California,West
US-2022-118087,September,2022,2022-09-13,354.576,93.438,Technology,Accessories,Pennsylvania,East
US-2022-164756,September,2022,2022-09-22,113.94,34.182,Office Supplies,Art,Georgia,South
US-2022-158743,October,2022,2022-10-27,145.85,70.008,Office Supplies,Binders,Arkansas,South
US-2022-167094,October,2022,2022-10-22,28.4,6.745,Technology,Accessories,Oregon,West
US-2022-167941,November,2022,2022-11-09,259.136,-51.8272,Office Supplies,Storage,North Carolina,South
US-2022-122644,November,2022,2022-11-17,18.544,3.0134,Technology,Accessories,Ohio,East
US-2022-142489,November,2022,2022-11-16,21.99,-32.985,Office Supplies,Binders,Texas,Central
US-2022-143021,November,2022,2022-11-19,79.974,-29.3238,Furniture,Tables,New York,East
US-2022-169894,November,2022,2022-11-29,20.724,-15.1976,Office Supplies,Binders,Arizona,West
US-2022-117457,December,2022,2022-12-12,113.568,-18.4548,Furniture,Chairs,California,West
US-2019-166863,June,2019,2019-06-24,418.8,-97.72,Technology,Machines,Texas,Central
US-2019-114321,August,2019,2019-08-25,500.24,145.0696,Furniture,Chairs,Virginia,South
US-2019-114314,October,2019,2019-10-15,8.92,3.9248,Furniture,Furnishings,Arkansas,South
US-2019-146703,October,2019,2019-10-25,211.96,8.4784,Office Supplies,Storage,Michigan,Central
US-2019-109134,November,2019,2019-11-10,20.04,8.8176,Furniture,Furnishings,California,West
US-2019-140732,November,2019,2019-11-13,7.78,2.0228,Office Supplies,Appliances,California,West
US-2019-113257,December,2019,2019-12-18,319.968,95.9904,Technology,Accessories,Texas,Central
US-2020-143602,April,2020,2020-04-28,13.944,4.5318,Office Supplies,Binders,California,West
US-2020-135251,August,2020,2020-08-10,369.1992,-114.0174,Furniture,Bookcases,Texas,Central
US-2020-118843,September,2020,2020-09-20,69.93,31.4685,Office Supplies,Paper,Georgia,South
US-2020-105844,October,2020,2020-10-27,79.36,23.808,Office Supplies,Art,Nevada,West
US-2020-163181,November,2020,2020-11-12,32.06,-51.296,Office Supplies,Binders,Texas,Central
US-2020-122210,November,2020,2020-12-04,10.584,-2.3814,Office Supplies,Fasteners,Pennsylvania,East
US-2020-135272,December,2020,2020-12-12,79.92,28.7712,Furniture,Furnishings,California,West
US-2020-154284,December,2020,2020-12-26,600.53,137.264,Technology,Machines,Illinois,Central
US-2021-134474,January,2021,2021-01-07,59.184,5.1786,Technology,Phones,Florida,South
US-2021-133368,January,2021,2021-01-20,315.776,31.5776,Furniture,Furnishings,North Carolina,South
US-2021-114013,March,2021,2021-03-15,678.64,-166.50799999999998,Office Supplies,Storage,Pennsylvania,East
US-2021-151827,March,2021,2021-04-02,31.984,1.1994,Technology,Accessories,Pennsylvania,East
US-2021-146934,May,2021,2021-05-27,95.1,30.432,Technology,Accessories,New Jersey,East
US-2021-122903,May,2021,2021-05-29,3504.9,700.98,Furniture,Chairs,Michigan,Central
US-2021-147375,June,2021,2021-06-14,313.488,113.6394,Office Supplies,Paper,Illinois,Central
US-2021-101693,June,2021,2021-06-27,85.246,-6.089,Furniture,Chairs,Texas,Central
US-2021-112739,September,2021,2021-09-07,8.608,-13.3424,Office Supplies,Binders,Texas,Central
US-2021-169334,October,2021,2021-10-24,111.672,6.9795,Office Supplies,Storage,Tennessee,South
US-2021-125661,November,2021,2021-11-26,139.96,-22.7435,Technology,Accessories,Ohio,East
US-2021-155768,December,2021,2021-12-01,47.9,22.992,Office Supplies,Paper,California,West
US-2022-123687,May,2022,2022-05-29,25.76,0.7728,Office Supplies,Supplies,Kentucky,South
US-2022-106103,June,2022,2022-06-15,132.52,54.3332,Technology,Accessories,Michigan,Central
US-2022-120418,June,2022,2022-06-12,103.912,8.587,Office Supplies,Art,Arizona,West
US-2022-102337,June,2022,2022-06-16,47.984,5.998,Technology,Phones,Illinois,Central
US-2022-122105,June,2022,2022-06-28,95.92,25.8984,Office Supplies,Art,California,West
US-2022-151316,June,2022,2022-06-30,182.994,-320.2395,Office Supplies,Binders,Illinois,Central
US-2022-124576,August,2022,2022-08-04,54.896,18.5274,Office Supplies,Binders,California,West
US-2022-126956,August,2022,2022-08-28,35,16.8,Office Supplies,Fasteners,Minnesota,Central
US-2022-136448,September,2022,2022-09-18,22.512,2.2512,Furniture,Furnishings,Pennsylvania,East
US-2022-122112,September,2022,2022-09-29,24.448,8.8624,Office Supplies,Envelopes,Ohio,East
US-2022-139577,October,2022,2022-10-06,104.75,21.9975,Technology,Accessories,California,West
US-2022-103247,October,2022,2022-10-08,160.93,3.2186,Technology,Phones,New York,East
US-2022-148404,October,2022,2022-10-11,154.764,-36.1116,Furniture,Tables,North Carolina,South
US-2022-117247,October,2022,2022-10-14,719.095,-473.26980000000003,Furniture,Tables,Illinois,Central
US-2022-163790,November,2022,2022-11-04,590.352,206.6232,Office Supplies,Binders,California,West
US-2022-112347,December,2022,2022-12-06,906.68,68.001,Furniture,Chairs,Colorado,West
US-2022-125213,December,2022,2022-12-13,6.54,2.1582,Office Supplies,Fasteners,New Jersey,East
US-2022-134194,December,2022,2023-01-01,42.75,-63.641799999999996,Office Supplies,Binders,Texas,Central
US-2022-126221,December,2022,2023-01-05,209.3,56.511,Office Supplies,Appliances,Indiana,Central
US-2019-168368,February,2019,2019-02-15,null,0,Furniture,Furnishings,Missouri,Central
US-2019-100678,April,2019,2019-04-22,2.688,1.008,Office Supplies,Art,Texas,Central
US-2019-114125,July,2019,2019-07-13,41.904,14.1426,Office Supplies,Binders,California,West
US-2019-143917,July,2019,2019-07-27,77.92,34.2848,Furniture,Furnishings,California,West
US-2019-139892,September,2019,2019-09-12,42,9.546,Office Supplies,Art,Texas,Central
US-2019-126277,September,2019,2019-09-18,2.502,-2.0016,Office Supplies,Binders,Ohio,East
US-2019-137092,October,2019,2019-10-22,3.808,1.2376,Office Supplies,Paper,Illinois,Central
US-2019-121573,November,2019,2019-11-07,48.896,18.535999999999998,Office Supplies,Binders,New York,East
US-2019-114377,November,2019,2019-11-05,149.9,40.473,Furniture,Chairs,Virginia,South
US-2019-128524,November,2019,2019-11-13,22.98,6.894,Office Supplies,Appliances,Washington,West
US-2019-127558,November,2019,2019-11-18,20.46,5.3196,Office Supplies,Supplies,California,West
CA-2019-151799,December,2019,2019-12-18,17.28,8.12,Office Supplies,Fasteners,Ontario,East
US-2020-153325,March,2020,2020-03-02,58.72,27.0112,Office Supplies,Binders,Georgia,South
US-2020-167010,April,2020,2020-04-10,56.838,-13.0147,Technology,Phones,Pennsylvania,East
US-2020-111164,April,2020,2020-04-15,85.14,34.9074,Technology,Accessories,New York,East
US-2020-163433,April,2020,2020-04-22,56.686,-20.245,Furniture,Chairs,Texas,Central
US-2020-147242,September,2020,2020-09-14,278.82,125.469,Office Supplies,Paper,Massachusetts,East
US-2020-113131,September,2020,2020-09-24,33.568,1.6784,Office Supplies,Storage,Ohio,East
US-2020-114811,November,2020,2020-11-08,549.98,142.9948,Technology,Phones,New York,East
