order_id,quantity,month_name,day_name,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
1,1,November,Tuesday,12,20.5,20.5,L,Classic,The Napolitana Pizza
3,3,August,Friday,19,48.0,48.0,M,Classic,The Classic Deluxe Pizza
1,1,August,Monday,15,16.5,16.5,M,Supreme,The Spicy Italian Pizza
2,2,August,Saturday,21,41.5,41.5,L,Chicken,The California Chicken Pizza
4,4,October,Wednesday,13,66.0,66.0,L,Classic,The Hawaiian Pizza
1,1,November,Friday,22,16.5,16.5,L,Classic,The Hawaiian Pizza
2,2,October,Tuesday,15,41.5,41.5,L,Supreme,The Soppressata Pizza
3,3,November,Thursday,12,61.5,61.5,L,Classic,The Napolitana Pizza
2,2,August,Wednesday,12,21.0,21.0,S,Classic,The Hawaiian Pizza
1,1,November,Friday,12,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,December,Wednesday,16,20.25,20.25,L,Supreme,The Sicilian Pizza
1,1,June,Saturday,16,18.5,18.5,L,Veggie,The Five Cheese Pizza
2,2,October,Wednesday,13,22.0,22.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,September,Monday,16,16.5,16.5,M,Supreme,The Spicy Italian Pizza
2,3,June,Saturday,14,41.5,62.25,L,Chicken,The Thai Chicken Pizza
1,1,November,Wednesday,20,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
2,2,July,Tuesday,18,41.5,41.5,L,Supreme,The Soppressata Pizza
1,1,October,Saturday,16,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
3,3,July,Wednesday,18,36.0,36.0,S,Veggie,The Green Garden Pizza
2,2,June,Tuesday,19,30.5,30.5,L,Classic,The Pepperoni Pizza
2,2,June,Monday,17,25.5,25.5,S,Chicken,The California Chicken Pizza
2,2,September,Monday,18,30.5,30.5,L,Classic,The Pepperoni Pizza
2,2,July,Sunday,18,41.5,41.5,L,Supreme,The Spinach Supreme Pizza
1,3,October,Saturday,21,16.5,49.5,L,Classic,The Hawaiian Pizza
1,1,October,Sunday,16,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,October,Tuesday,12,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,July,Thursday,14,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,October,Thursday,11,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,November,Wednesday,11,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,June,Sunday,15,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
2,2,December,Friday,20,25.0,25.0,M,Classic,The Pepperoni Pizza
6,6,October,Friday,12,124.5,124.5,L,Chicken,The Barbecue Chicken Pizza
2,2,December,Thursday,17,29.0,29.0,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,December,Tuesday,12,40.5,40.5,L,Veggie,The Mexicana Pizza
1,1,November,Thursday,13,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1,1,October,Saturday,16,20.25,20.25,L,Supreme,The Calabrese Pizza
3,3,November,Thursday,12,44.25,44.25,M,Veggie,The Four Cheese Pizza
1,1,December,Tuesday,16,20.5,20.5,L,Classic,The Greek Pizza
1,1,December,Tuesday,11,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,December,Thursday,21,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,1,December,Wednesday,18,12.0,12.0,S,Classic,The Greek Pizza
2,2,July,Friday,14,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
3,3,June,Thursday,12,62.25,62.25,L,Supreme,The Pepper Salami Pizza
2,2,May,Tuesday,18,33.5,33.5,M,Chicken,The Southwest Chicken Pizza
1,1,February,Wednesday,19,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,1,February,Tuesday,16,13.25,13.25,M,Classic,The Hawaiian Pizza
3,3,February,Wednesday,18,48.0,48.0,M,Classic,The Classic Deluxe Pizza
1,1,March,Thursday,12,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,June,Saturday,12,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
3,3,January,Friday,17,61.5,61.5,L,Classic,The Italian Capocollo Pizza
1,1,April,Friday,15,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
3,3,May,Monday,19,29.25,29.25,S,Classic,The Pepperoni Pizza
2,2,February,Monday,14,25.0,25.0,M,Classic,The Pepperoni Pizza
1,1,March,Wednesday,16,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,February,Saturday,21,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,January,Friday,12,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,April,Monday,15,20.5,20.5,L,Classic,The Classic Deluxe Pizza
5,5,May,Sunday,21,101.25,101.25,L,Veggie,The Mexicana Pizza
1,1,February,Monday,17,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,April,Monday,12,12.5,12.5,S,Supreme,The Spicy Italian Pizza
3,3,April,Tuesday,17,48.0,48.0,M,Classic,The Classic Deluxe Pizza
1,1,May,Sunday,12,14.75,14.75,M,Veggie,The Four Cheese Pizza
2,2,June,Wednesday,15,32.0,32.0,M,Classic,The Napolitana Pizza
3,4,January,Tuesday,18,62.25,83.0,L,Chicken,The Thai Chicken Pizza
2,2,January,Tuesday,12,40.5,40.5,L,Veggie,The Vegetables + Vegetables Pizza
1,1,March,Tuesday,13,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
3,3,January,Tuesday,17,36.0,36.0,S,Classic,The Big Meat Pizza
2,2,May,Wednesday,12,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
2,2,March,Friday,18,41.5,41.5,L,Supreme,The Italian Supreme Pizza
1,1,January,Wednesday,15,12.25,12.25,S,Supreme,The Calabrese Pizza
1,1,March,Monday,11,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,May,Friday,13,20.75,20.75,L,Supreme,The Italian Supreme Pizza
2,2,January,Sunday,16,40.5,40.5,L,Veggie,The Mexicana Pizza
1,1,March,Sunday,16,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1,1,April,Saturday,17,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,May,Thursday,11,12.5,12.5,S,Supreme,The Pepper Salami Pizza
2,2,January,Sunday,20,41.5,41.5,L,Chicken,The Thai Chicken Pizza
5,6,January,Friday,12,89.75,107.7,L,Veggie,The Four Cheese Pizza
1,1,June,Wednesday,12,20.75,20.75,L,Supreme,The Pepper Salami Pizza
2,2,April,Friday,21,33.5,33.5,M,Chicken,The Barbecue Chicken Pizza
1,1,February,Tuesday,17,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,March,Wednesday,17,20.5,20.5,L,Classic,The Classic Deluxe Pizza
2,2,April,Tuesday,18,25.5,25.5,S,Veggie,The Italian Vegetables Pizza
1,1,February,Saturday,18,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
3,4,June,Sunday,16,55.5,74.0,L,Veggie,The Five Cheese Pizza
2,2,April,Thursday,16,19.5,19.5,S,Classic,The Pepperoni Pizza
2,2,January,Sunday,17,41.5,41.5,L,Supreme,The Prosciutto and Arugula Pizza
1,1,May,Wednesday,11,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,April,Monday,11,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1,1,February,Tuesday,20,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
2,2,May,Friday,19,24.0,24.0,S,Veggie,The Green Garden Pizza
1,2,July,Friday,13,16.5,33.0,M,Supreme,The Spicy Italian Pizza
2,2,October,Thursday,21,33.5,33.5,M,Veggie,The Italian Vegetables Pizza
2,2,September,Friday,14,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,October,Thursday,22,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
3,3,October,Saturday,21,62.25,62.25,L,Chicken,The Chicken Pesto Pizza
1,1,July,Friday,14,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,December,Wednesday,13,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1,1,June,Saturday,17,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,September,Monday,18,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,September,Thursday,11,16.0,16.0,M,Veggie,The Mexicana Pizza
1,1,September,Wednesday,13,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,July,Sunday,23,20.75,20.75,L,Supreme,The Italian Supreme Pizza
4,4,July,Friday,13,83.0,83.0,L,Chicken,The Thai Chicken Pizza
1,1,July,Wednesday,11,16.0,16.0,M,Veggie,The Mexicana Pizza
2,2,July,Thursday,14,41.5,41.5,L,Supreme,The Spicy Italian Pizza
2,2,December,Saturday,16,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
1,1,August,Thursday,14,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
2,2,November,Monday,19,41.5,41.5,L,Chicken,The Thai Chicken Pizza
2,2,November,Friday,20,33.0,33.0,L,Classic,The Hawaiian Pizza
1,1,June,Wednesday,21,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,August,Wednesday,16,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,July,Friday,13,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1,1,November,Thursday,21,10.5,10.5,S,Classic,The Hawaiian Pizza
2,3,September,Thursday,13,47.3,70.94999999999999,S,Supreme,The Brie Carre Pizza
1,1,October,Thursday,19,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,November,Saturday,16,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,November,Friday,12,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,October,Thursday,12,12.5,12.5,S,Supreme,The Soppressata Pizza
1,1,November,Monday,21,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,October,Thursday,14,12.75,12.75,S,Chicken,The Thai Chicken Pizza
3,3,December,Tuesday,13,49.5,49.5,M,Supreme,The Spicy Italian Pizza
1,1,November,Friday,20,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
2,2,December,Sunday,20,41.5,41.5,L,Supreme,The Pepper Salami Pizza
1,1,December,Thursday,13,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
3,3,September,Saturday,14,48.0,48.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,October,Wednesday,18,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,July,Friday,14,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,October,Friday,21,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
1,1,September,Wednesday,13,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,July,Monday,17,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1,1,August,Wednesday,12,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
3,3,August,Monday,12,36.0,36.0,S,Classic,The Big Meat Pizza
3,3,July,Thursday,13,50.25,50.25,M,Chicken,The Barbecue Chicken Pizza
1,1,September,Saturday,19,16.75,16.75,M,Chicken,The Thai Chicken Pizza
2,2,October,Saturday,15,22.0,22.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,September,Sunday,15,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1,1,December,Thursday,19,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,December,Saturday,13,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,November,Friday,15,12.0,12.0,S,Classic,The Greek Pizza
1,1,April,Sunday,12,16.5,16.5,M,Supreme,The Italian Supreme Pizza
3,3,June,Thursday,14,36.0,36.0,S,Classic,The Big Meat Pizza
1,1,February,Wednesday,21,16.0,16.0,M,Veggie,The Mediterranean Pizza
1,1,March,Wednesday,12,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,January,Saturday,17,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1,1,May,Sunday,15,13.25,13.25,M,Classic,The Hawaiian Pizza
2,2,May,Sunday,17,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,January,Sunday,13,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
2,2,May,Wednesday,17,32.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza
2,2,March,Friday,22,33.0,33.0,M,Supreme,The Spinach Supreme Pizza
2,2,June,Monday,12,33.5,33.5,M,Chicken,The Thai Chicken Pizza
4,4,February,Tuesday,12,83.0,83.0,L,Chicken,The Thai Chicken Pizza
1,1,February,Monday,12,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,February,Saturday,16,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,April,Friday,16,18.5,18.5,L,Veggie,The Five Cheese Pizza
3,3,June,Thursday,12,60.75,60.75,L,Veggie,The Mexicana Pizza
2,2,May,Saturday,12,41.5,41.5,L,Chicken,The Chicken Pesto Pizza
1,1,January,Tuesday,14,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,April,Thursday,11,18.5,18.5,L,Veggie,The Five Cheese Pizza
1,1,January,Thursday,13,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,February,Wednesday,12,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
3,3,April,Thursday,17,37.5,37.5,M,Classic,The Pepperoni Pizza
2,2,June,Tuesday,17,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,February,Wednesday,16,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,April,Saturday,13,12.0,12.0,S,Classic,The Classic Deluxe Pizza
2,2,March,Sunday,18,32.5,32.5,M,Supreme,The Sicilian Pizza
1,1,January,Sunday,19,15.25,15.25,L,Classic,The Pepperoni Pizza
4,5,February,Wednesday,13,66.0,82.5,M,Supreme,The Italian Supreme Pizza
3,3,January,Sunday,16,49.5,49.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,May,Friday,16,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,June,Friday,21,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,March,Wednesday,16,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
1,1,May,Saturday,16,20.25,20.25,L,Supreme,The Sicilian Pizza
1,1,June,Tuesday,20,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,1,January,Monday,17,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1,1,January,Monday,18,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,April,Friday,19,12.5,12.5,S,Supreme,The Soppressata Pizza
1,1,May,Saturday,14,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,June,Saturday,15,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,February,Tuesday,11,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,March,Friday,18,16.0,16.0,M,Veggie,The Green Garden Pizza
1,1,March,Wednesday,12,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,April,Friday,12,20.25,20.25,L,Supreme,The Sicilian Pizza
1,1,May,Sunday,15,16.75,16.75,M,Chicken,The California Chicken Pizza
4,4,November,Monday,12,64.0,64.0,M,Veggie,The Vegetables + Vegetables Pizza
4,4,November,Friday,12,82.0,82.0,L,Classic,The Italian Capocollo Pizza
3,3,August,Friday,21,76.5,76.5,XL,Classic,The Greek Pizza
3,3,July,Thursday,17,45.75,45.75,L,Classic,The Pepperoni Pizza
1,1,July,Thursday,19,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,October,Tuesday,13,12.5,12.5,S,Supreme,The Italian Supreme Pizza
1,1,August,Thursday,11,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,June,Tuesday,16,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,June,Saturday,13,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,November,Monday,18,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1,1,October,Friday,16,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
4,4,June,Saturday,18,67.0,67.0,M,Chicken,The California Chicken Pizza
4,4,October,Thursday,13,64.0,64.0,M,Veggie,The Mexicana Pizza
1,1,November,Friday,15,12.0,12.0,S,Classic,The Italian Capocollo Pizza
4,4,July,Wednesday,14,66.0,66.0,M,Supreme,The Italian Supreme Pizza
1,1,June,Monday,11,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
3,4,August,Tuesday,13,60.75,81.0,L,Supreme,The Sicilian Pizza
1,1,October,Wednesday,18,20.75,20.75,L,Chicken,The Thai Chicken Pizza
2,2,September,Monday,17,41.5,41.5,L,Chicken,The Chicken Pesto Pizza
2,2,October,Friday,18,41.0,41.0,L,Classic,The Classic Deluxe Pizza
1,1,October,Saturday,13,15.25,15.25,L,Classic,The Pepperoni Pizza
2,2,October,Wednesday,18,33.0,33.0,M,Supreme,The Soppressata Pizza
1,1,August,Sunday,15,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
2,2,August,Friday,18,32.0,32.0,M,Classic,The Classic Deluxe Pizza
2,2,September,Sunday,13,32.0,32.0,M,Classic,The Napolitana Pizza
2,2,July,Friday,20,40.5,40.5,L,Veggie,The Mexicana Pizza
2,2,August,Thursday,17,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,October,Sunday,13,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1,1,August,Sunday,12,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
3,3,August,Monday,12,36.0,36.0,S,Classic,The Classic Deluxe Pizza
2,2,October,Thursday,21,40.5,40.5,L,Veggie,The Mexicana Pizza
2,2,August,Sunday,19,33.0,33.0,M,Supreme,The Italian Supreme Pizza
1,1,December,Tuesday,11,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,August,Sunday,12,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,October,Friday,13,30.5,30.5,L,Classic,The Pepperoni Pizza
3,3,June,Friday,15,62.25,62.25,L,Supreme,The Spicy Italian Pizza
1,1,November,Monday,21,20.25,20.25,L,Veggie,The Mexicana Pizza
3,3,December,Monday,12,50.25,50.25,M,Chicken,The Chicken Pesto Pizza
1,1,December,Tuesday,13,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,December,Monday,15,12.0,12.0,S,Classic,The Classic Deluxe Pizza
2,2,December,Sunday,14,33.0,33.0,L,Classic,The Hawaiian Pizza
1,1,December,Tuesday,14,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,December,Thursday,11,12.0,12.0,S,Veggie,The Mediterranean Pizza
1,1,December,Tuesday,16,18.5,18.5,L,Veggie,The Five Cheese Pizza
2,2,July,Friday,15,47.3,47.3,S,Supreme,The Brie Carre Pizza
2,2,November,Wednesday,19,40.5,40.5,L,Veggie,The Mexicana Pizza
1,1,December,Thursday,18,12.0,12.0,S,Classic,The Italian Capocollo Pizza
2,2,November,Thursday,13,33.0,33.0,M,Veggie,The Spinach Pesto Pizza
1,1,August,Tuesday,17,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,May,Friday,13,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,March,Monday,19,20.5,20.5,L,Classic,The Greek Pizza
1,1,May,Friday,11,13.25,13.25,M,Classic,The Hawaiian Pizza
4,4,January,Wednesday,11,48.0,48.0,S,Classic,The Big Meat Pizza
3,3,February,Thursday,15,29.25,29.25,S,Classic,The Pepperoni Pizza
1,1,March,Thursday,16,16.0,16.0,M,Veggie,The Mediterranean Pizza
1,1,February,Sunday,21,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,February,Sunday,15,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,March,Wednesday,17,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
3,3,May,Friday,18,38.25,38.25,S,Chicken,The Thai Chicken Pizza
1,1,May,Tuesday,21,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,April,Friday,17,12.5,12.5,M,Classic,The Pepperoni Pizza
2,2,June,Tuesday,14,25.5,25.5,S,Chicken,The Thai Chicken Pizza
4,5,March,Monday,13,67.0,83.75,M,Chicken,The California Chicken Pizza
3,3,March,Saturday,17,76.5,76.5,XL,Classic,The Greek Pizza
2,2,March,Monday,18,40.5,40.5,L,Veggie,The Spinach and Feta Pizza
1,1,April,Monday,16,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,January,Wednesday,19,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,February,Thursday,13,16.0,16.0,M,Veggie,The Mediterranean Pizza
2,2,April,Friday,20,33.5,33.5,M,Chicken,The Southwest Chicken Pizza
3,3,January,Friday,13,45.75,45.75,L,Classic,The Pepperoni Pizza
1,1,February,Friday,18,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,January,Monday,13,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,2,March,Sunday,11,12.25,24.5,S,Supreme,The Sicilian Pizza
1,1,February,Sunday,17,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
3,3,May,Tuesday,12,62.25,62.25,L,Chicken,The Chicken Pesto Pizza
2,2,February,Tuesday,19,32.5,32.5,M,Supreme,The Sicilian Pizza
1,1,May,Saturday,11,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,February,Monday,15,20.75,20.75,L,Supreme,The Pepper Salami Pizza
2,2,March,Friday,21,29.5,29.5,M,Veggie,The Four Cheese Pizza
1,1,April,Monday,18,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
4,4,March,Wednesday,12,74.0,74.0,L,Veggie,The Five Cheese Pizza
3,3,January,Tuesday,17,62.25,62.25,L,Supreme,The Soppressata Pizza
2,2,April,Saturday,16,24.0,24.0,S,Veggie,The Spinach and Feta Pizza
1,1,April,Wednesday,11,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,January,Friday,20,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,February,Monday,21,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,June,Sunday,17,13.25,13.25,M,Classic,The Hawaiian Pizza
1,1,January,Wednesday,17,12.5,12.5,S,Supreme,The Italian Supreme Pizza
1,1,April,Thursday,11,16.0,16.0,M,Veggie,The Green Garden Pizza
2,2,April,Monday,19,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
2,2,March,Sunday,19,25.0,25.0,S,Supreme,The Prosciutto and Arugula Pizza
2,2,January,Friday,19,33.5,33.5,M,Chicken,The California Chicken Pizza
2,2,February,Tuesday,13,47.3,47.3,S,Supreme,The Brie Carre Pizza
3,3,November,Friday,21,31.5,31.5,S,Classic,The Hawaiian Pizza
3,3,July,Wednesday,17,60.75,60.75,L,Veggie,The Vegetables + Vegetables Pizza
3,3,November,Thursday,16,31.5,31.5,S,Classic,The Hawaiian Pizza
1,1,July,Monday,14,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,November,Friday,13,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,October,Saturday,14,12.0,12.0,S,Classic,The Italian Capocollo Pizza
2,2,November,Sunday,12,41.5,41.5,L,Chicken,The California Chicken Pizza
1,1,October,Sunday,18,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,July,Friday,18,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,October,Wednesday,14,20.25,20.25,L,Veggie,The Mediterranean Pizza
4,4,September,Thursday,18,83.0,83.0,L,Chicken,The California Chicken Pizza
1,1,August,Friday,20,16.75,16.75,M,Chicken,The Thai Chicken Pizza
2,3,October,Friday,12,41.5,62.25,L,Chicken,The Thai Chicken Pizza
1,1,September,Saturday,19,16.0,16.0,M,Classic,The Greek Pizza
1,1,October,Tuesday,15,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,October,Wednesday,22,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
3,3,July,Friday,15,50.25,50.25,M,Chicken,The Barbecue Chicken Pizza
1,1,July,Tuesday,19,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,August,Friday,15,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
4,4,November,Saturday,13,64.0,64.0,M,Classic,The Classic Deluxe Pizza
1,1,July,Friday,17,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
2,2,October,Sunday,19,25.0,25.0,M,Classic,The Pepperoni Pizza
1,1,September,Tuesday,19,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1,1,October,Wednesday,14,12.5,12.5,M,Classic,The Pepperoni Pizza
2,2,September,Wednesday,15,24.5,24.5,S,Supreme,The Sicilian Pizza
1,1,July,Sunday,13,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1,1,August,Saturday,14,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,September,Monday,18,12.0,12.0,S,Veggie,The Mexicana Pizza
1,1,November,Monday,19,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,July,Saturday,17,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,August,Thursday,18,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1,1,August,Wednesday,18,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,November,Thursday,12,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,November,Wednesday,11,20.5,20.5,L,Classic,The Italian Capocollo Pizza
2,2,July,Monday,11,37.0,37.0,L,Veggie,The Five Cheese Pizza
2,2,December,Saturday,19,41.5,41.5,L,Supreme,The Pepper Salami Pizza
2,2,December,Tuesday,11,41.5,41.5,L,Chicken,The Thai Chicken Pizza
2,2,December,Saturday,19,35.0,35.0,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,December,Thursday,13,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,December,Saturday,21,16.0,16.0,M,Veggie,The Mediterranean Pizza
1,1,December,Thursday,20,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1,2,December,Tuesday,12,20.25,40.5,L,Veggie,The Green Garden Pizza
1,1,July,Wednesday,18,20.5,20.5,L,Classic,The Greek Pizza
3,4,November,Tuesday,13,55.5,74.0,L,Veggie,The Five Cheese Pizza
1,1,February,Wednesday,15,20.75,20.75,L,Chicken,The California Chicken Pizza
3,3,April,Thursday,12,48.0,48.0,M,Classic,The Classic Deluxe Pizza
2,2,May,Thursday,11,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,January,Friday,11,12.0,12.0,S,Classic,The Classic Deluxe Pizza
2,2,June,Wednesday,16,32.5,32.5,M,Supreme,The Sicilian Pizza
2,2,April,Saturday,12,21.0,21.0,S,Classic,The Hawaiian Pizza
1,1,March,Thursday,21,16.0,16.0,M,Classic,The Classic Deluxe Pizza
4,4,January,Thursday,19,74.0,74.0,L,Veggie,The Five Cheese Pizza
1,1,February,Sunday,14,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
2,2,March,Wednesday,12,41.5,41.5,L,Supreme,The Soppressata Pizza
1,1,February,Thursday,19,17.95,17.95,L,Veggie,The Four Cheese Pizza
3,3,February,Friday,12,37.5,37.5,M,Classic,The Pepperoni Pizza
2,2,February,Saturday,19,32.0,32.0,M,Veggie,The Green Garden Pizza
1,1,April,Friday,16,12.5,12.5,M,Classic,The Pepperoni Pizza
1,1,April,Friday,18,12.5,12.5,S,Supreme,The Spicy Italian Pizza
3,3,March,Monday,13,33.0,33.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,February,Friday,19,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
